url_count,url_length_mean,has_suspicious_tld,has_ip_in_url,has_url_shortener,num_subdomains,sender_domain_mismatch,sender_reply_mismatch,external_sender,spf_pass,dkim_pass,dmarc_pass,subject_length,body_length,num_html_links,has_urgency_keyword,has_credential_request,has_money_keyword,spelling_errors,num_uppercase_words,has_attachment,attachment_is_macro,attachment_is_exe,attachment_size_kb,num_received_hops,is_reply,is_forwarded,label
4,86.50590432337532,1,0,0,3,1,1,1,0,1,0,101,1366,5,0,1,0,1,14,0,1,0,60.20152739609854,7,0,0,PHISHING
3,79.95128420986215,0,0,0,2,0,1,1,0,0,1,25,1652,4,0,1,0,5,3,1,0,0,217.80197138937731,3,1,0,PHISHING
4,69.16674222749431,0,0,0,1,1,0,1,1,1,0,20,1657,5,0,0,0,1,5,1,0,0,457.4269877350572,4,0,1,BENIGN
2,20.96610688411612,0,0,0,2,0,0,1,1,1,1,24,740,2,0,0,0,3,4,1,0,0,210.99951690192452,2,1,0,BENIGN
7,54.71240272230267,0,1,1,4,1,1,1,1,0,1,86,833,7,0,1,1,4,11,1,1,0,732.9773125490535,7,0,0,PHISHING
2,29.690654707299938,0,0,0,1,0,0,0,0,1,1,56,1278,5,0,0,0,0,1,1,0,0,89.63060199200211,3,0,0,BENIGN
1,51.69483221314596,0,0,0,1,0,0,0,1,1,1,33,1536,3,0,1,0,1,6,0,0,0,389.27401434441754,2,1,0,BENIGN
1,49.929930034237216,0,0,0,1,0,0,1,0,1,0,18,1657,11,0,0,0,3,4,0,0,0,0.0,2,1,0,BENIGN
5,84.82215621741555,1,0,0,4,1,1,0,0,1,1,29,393,4,1,1,0,3,8,1,0,0,3.3012978429559894,6,0,0,PHISHING
7,86.55715521226531,0,0,0,3,1,0,1,1,0,0,43,921,5,1,1,0,8,2,1,0,0,465.97379264315856,6,0,0,PHISHING
5,50.542456598672956,1,0,0,2,1,1,1,0,1,1,79,572,10,0,1,1,7,7,0,1,0,356.37737032088467,4,0,0,PHISHING
3,57.95742020547282,0,0,0,1,0,0,0,1,0,1,60,2360,7,0,1,0,0,1,0,0,0,254.75693188677113,2,0,0,BENIGN
0,43.98029616023393,0,0,0,1,0,0,1,1,1,1,39,441,9,0,0,0,1,0,1,0,0,458.59828746543053,5,1,1,BENIGN
1,54.131422083366594,0,0,0,2,0,0,1,1,0,1,88,1499,8,0,0,0,1,1,1,0,0,260.4032218524654,4,0,1,BENIGN
0,40.39375172498135,0,0,0,2,0,0,0,0,1,1,41,1252,7,0,0,1,1,0,1,1,0,286.18731533275417,4,1,0,BENIGN
6,96.38875868511946,1,0,0,2,0,1,0,1,0,0,71,209,3,1,1,0,0,5,0,1,0,148.28280596199346,7,0,1,PHISHING
0,48.71498851663415,0,0,0,1,0,0,0,1,1,1,23,1959,2,1,0,0,3,7,0,0,0,61.977819793057364,2,1,0,BENIGN
3,30.44775720522881,0,0,0,2,0,0,0,0,1,1,75,1645,3,0,0,0,0,7,0,0,0,0.0,5,0,1,BENIGN
7,111.67057325468797,1,0,0,2,0,1,1,0,0,0,55,183,12,0,0,0,3,10,1,0,1,1.6572207149806673,6,0,0,PHISHING
3,70.09353207438207,1,0,1,2,1,0,0,0,0,0,25,1133,4,0,1,1,4,0,1,1,0,0.0,4,0,0,PHISHING
1,63.77587512847792,0,0,0,2,0,0,1,1,0,0,34,2291,4,0,0,1,3,6,0,1,0,0.0,4,1,0,BENIGN
1,88.76189805021536,0,0,0,2,0,0,1,0,0,0,50,247,11,0,1,0,0,4,0,0,0,50.329367735060856,6,0,0,PHISHING
1,70.36474445451191,0,0,1,2,1,0,1,1,0,0,42,644,12,1,0,0,1,11,0,0,0,318.8846755143701,5,0,0,PHISHING
7,40.33680104037886,1,0,0,3,1,1,1,1,0,0,26,1154,12,0,0,0,5,6,1,0,0,259.116476760153,6,0,0,PHISHING
0,10.0,0,0,0,2,0,0,1,0,1,1,38,1708,11,0,0,0,2,0,0,0,0,344.6679781666044,4,0,0,BENIGN
4,82.76911908834802,0,0,0,4,1,1,1,1,0,1,69,1222,9,1,1,1,5,0,1,0,0,11.225492191021772,6,0,0,PHISHING
4,47.33143991502699,0,0,0,2,0,0,0,1,1,1,93,1370,2,0,0,1,0,0,0,0,0,0.0,4,1,0,BENIGN
2,76.39752463395892,0,0,0,2,0,1,0,1,1,1,52,2078,11,1,0,0,1,6,1,0,0,391.76190306442413,5,0,1,BENIGN
1,68.68431682330372,0,1,0,4,0,1,0,0,0,0,96,500,12,0,1,1,8,0,0,0,1,121.35422534654627,3,0,0,PHISHING
2,30.19714382357644,0,0,0,2,0,0,0,1,0,1,19,1261,1,1,0,1,1,1,0,0,0,250.5725151854126,4,1,1,BENIGN
2,28.239238305155883,1,0,0,2,0,0,1,1,1,1,87,2065,5,1,0,1,2,4,0,0,0,110.82042256999185,3,1,0,BENIGN
1,113.74529009663395,0,0,0,2,0,1,1,1,0,1,40,1286,5,1,0,0,6,10,0,0,0,NAN,8,0,0,PHISHING
4,33.20151337343747,1,0,0,1,0,0,0,1,0,1,92,652,4,1,0,0,0,2,1,0,0,617.6624759373572,3,1,1,BENIGN
2,39.42128128018065,0,0,0,1,1,0,0,1,1,1,37,478,5,0,0,0,3,7,0,0,0,395.51738148873676,4,1,0,BENIGN
3,95.60877773045051,0,0,0,2,0,1,1,1,0,1,102,1336,3,1,1,1,2,0,0,1,0,332.39309871078456,7,0,0,PHISHING
3,74.26518840189449,0,0,0,1,0,0,1,1,1,1,81,142,5,0,0,0,0,6,1,0,0,160.06669215641574,4,1,0,BENIGN
7,102.1598064810386,1,0,0,1,1,0,1,0,1,0,102,1090,15,0,1,1,0,2,0,1,1,0.0,8,0,0,PHISHING
6,102.38391752444468,1,0,0,3,0,0,1,0,1,0,59,588,14,1,1,0,2,12,0,1,0,144.92980232227328,4,0,0,PHISHING
6,60.37641210378722,0,1,0,4,1,0,1,1,0,1,83,1149,14,1,1,1,2,5,1,0,0,0.0,4,0,1,PHISHING
2,93.40748035022649,1,0,0,4,0,1,1,0,0,1,67,1077,9,0,1,0,1,0,1,0,0,158.38783614649444,8,0,0,PHISHING
3,51.584897381074484,0,0,1,1,0,0,1,1,1,0,93,358,8,0,0,0,3,2,1,0,0,732.0668977566816,4,1,0,BENIGN
5,133.40257000756284,1,0,0,2,1,1,1,0,0,0,81,1498,19,0,0,0,1,7,0,0,0,23.4012748656385,4,0,0,PHISHING
3,50.52534919050988,0,0,0,2,0,0,0,1,1,0,63,1636,8,0,0,0,1,6,1,0,0,82.42368109266764,2,1,0,BENIGN
3,NAN,1,0,0,2,1,0,0,1,1,1,20,1075,6,0,0,0,3,5,0,0,0,414.81329512738785,2,0,0,BENIGN
4,99.29768664163593,1,0,0,2,0,0,1,1,0,1,31,446,9,0,0,1,6,10,1,1,0,451.1265731486355,5,1,0,PHISHING
1,86.45216016479428,1,0,0,4,1,1,1,0,1,0,43,539,12,1,1,1,8,0,0,0,0,174.11734411569734,5,0,0,PHISHING
4,54.562063539766825,0,0,0,1,0,0,1,1,1,1,86,496,3,0,0,0,1,4,1,0,0,54.638047276975016,2,1,0,BENIGN
2,38.27153687957468,0,0,0,1,0,0,1,1,0,1,64,490,7,0,0,0,3,5,0,0,0,299.5846009038012,5,1,1,BENIGN
6,88.46086298374662,0,0,1,4,1,1,1,0,0,1,92,1334,11,1,1,0,2,4,0,0,0,193.56490332495804,3,0,1,PHISHING
3,58.91157722337271,0,0,0,2,0,0,1,1,1,1,72,2200,4,0,0,1,2,5,1,0,0,195.06506715081247,4,1,0,BENIGN
4,131.9962506236324,0,0,1,4,0,1,1,1,0,0,78,262,2,1,1,1,4,9,1,1,0,439.326400000902,7,0,0,PHISHING
2,50.77556906484151,1,0,0,1,0,0,1,1,1,1,22,1037,6,0,0,0,3,5,0,0,0,0.0,5,1,0,BENIGN
6,86.37024649558255,1,0,1,4,1,1,1,0,0,0,72,1457,17,0,0,1,5,13,1,0,1,202.79717349208767,6,NAN,0,PHISHING
4,70.98467408114917,0,0,0,1,0,0,1,1,1,0,29,1739,6,0,0,1,1,1,1,0,0,487.3748579717636,4,1,0,BENIGN
2,58.467231126158225,0,0,1,1,0,0,1,1,1,1,20,1143,4,0,0,1,2,2,1,0,0,555.490469195902,5,1,0,BENIGN
1,62.66117833466541,0,0,0,1,0,0,0,1,0,1,60,2487,10,1,0,0,0,3,1,0,0,365.81878070174764,5,1,0,BENIGN
4,50.01442692746572,0,0,1,2,0,0,0,0,1,1,94,1734,2,0,0,0,1,0,0,0,0,88.19889501767227,4,1,0,BENIGN
3,85.673147543701,1,0,0,3,1,1,1,1,1,1,38,1347,17,1,1,1,2,5,0,1,0,275.3433910843873,5,0,0,PHISHING
4,87.22257090538582,0,1,0,2,1,1,1,1,1,1,104,1615,6,0,1,1,8,4,0,0,0,403.67820994451756,4,0,1,PHISHING
7,155.73047905521253,1,0,0,2,1,1,1,1,0,1,100,1744,19,1,1,0,1,1,0,0,0,356.86144989249476,6,0,0,PHISHING
6,62.48322549870069,1,0,1,3,0,1,1,0,0,1,78,201,10,0,0,0,2,2,1,0,0,0.0,8,0,0,PHISHING
0,23.278091108774287,0,0,0,2,1,0,0,1,1,1,87,1312,9,1,1,0,0,3,0,0,0,216.90468931448152,4,1,1,BENIGN
4,36.99821479252913,0,0,0,1,0,0,1,1,0,1,32,1023,1,0,0,0,1,6,0,0,0,263.12002966851884,5,0,0,BENIGN
4,32.59942429624658,1,0,0,1,0,0,1,0,1,1,80,1974,1,0,0,0,2,7,0,0,0,25.531925849488744,4,1,1,BENIGN
2,87.03424859884339,1,1,0,4,1,1,1,1,0,0,39,158,7,0,1,0,1,5,0,1,0,746.4882615285185,7,0,1,PHISHING
2,32.49946791075891,0,0,0,2,0,0,0,1,0,1,33,1311,11,0,0,0,0,6,0,0,0,199.56474720373063,3,1,0,BENIGN
5,90.65299012864007,1,0,0,4,1,0,1,0,0,1,82,264,11,1,1,1,6,2,0,1,0,0.0,3,1,1,PHISHING
2,42.49608104837152,0,0,0,2,0,0,0,1,1,1,25,994,2,1,0,0,1,4,1,0,0,328.4667504828717,3,1,0,BENIGN
2,70.19452090213244,0,0,0,3,0,1,1,1,0,0,42,1173,9,1,1,0,7,4,1,0,0,726.5132166484036,4,0,0,PHISHING
3,54.56300716346544,0,0,1,1,0,0,0,1,1,1,38,1476,2,0,0,1,0,7,1,0,0,418.38966650652515,5,1,1,BENIGN
4,39.98315741466185,0,1,0,1,0,0,1,1,0,1,88,358,6,0,0,0,2,4,0,1,0,314.5910585800089,5,1,1,BENIGN
6,145.52617590717045,1,1,0,2,1,0,1,0,1,0,84,608,9,1,1,1,7,6,1,0,0,0.0,7,0,0,PHISHING
1,83.30923651809958,1,0,1,2,1,1,1,1,1,0,41,802,10,1,1,1,3,9,0,0,0,297.7174324680597,7,0,0,PHISHING
0,25.78396189731252,0,0,0,1,0,0,0,1,1,1,72,2412,2,0,0,1,3,2,0,0,0,220.35878272143037,2,1,0,BENIGN
2,78.78332769731598,1,0,1,4,1,1,1,1,0,0,68,188,17,1,1,1,1,6,0,1,1,0.0,8,0,0,PHISHING
3,22.574087546591926,0,0,0,2,0,0,0,1,1,1,58,1242,7,0,0,0,1,6,0,0,0,551.615436908819,5,1,0,BENIGN
5,117.70360233765123,0,0,0,1,1,1,1,0,0,0,89,622,9,0,1,0,7,5,0,1,0,304.2016422976433,7,0,0,PHISHING
2,86.74223447652726,0,1,0,4,1,1,1,0,0,0,62,1142,19,1,1,1,8,5,0,0,0,0.0,5,0,0,PHISHING
7,74.71432778434328,0,1,0,3,1,1,1,1,0,1,90,916,16,1,1,1,5,3,1,0,0,304.82666923519207,8,0,0,PHISHING
4,73.49772699640292,0,0,0,2,1,0,1,0,1,0,39,370,17,0,0,1,7,7,1,0,0,0.0,7,0,0,PHISHING
1,10.0,0,0,1,2,0,0,1,0,1,0,37,1405,11,1,0,0,2,1,0,0,0,397.1968209731182,4,0,0,BENIGN
7,90.80092689201757,1,0,0,1,0,0,1,0,0,1,68,1708,5,0,0,1,5,6,1,0,1,76.08143326352138,3,0,1,PHISHING
2,77.48185919540617,1,0,0,1,0,1,1,0,0,0,79,1116,11,0,1,1,2,10,1,0,0,421.1012238401322,4,0,0,PHISHING
3,42.67252524286517,1,0,0,4,0,1,1,1,1,0,33,124,8,1,1,1,0,6,0,0,0,308.7256937884316,4,0,0,PHISHING
6,73.37449772072561,0,0,0,3,1,1,1,1,0,0,93,1705,4,0,1,1,5,6,1,0,0,284.7992297492723,6,0,0,PHISHING
5,87.4249044284558,1,1,0,3,1,1,1,1,0,1,84,1163,11,1,1,1,1,11,1,1,0,783.9104816035099,5,0,0,PHISHING
0,37.22580236450588,0,0,0,1,0,1,0,1,0,1,59,1239,5,0,0,0,0,1,1,1,0,182.98577600749388,5,1,0,BENIGN
4,50.240259338406446,0,0,0,2,1,1,0,1,0,1,83,776,2,1,1,1,1,1,0,0,0,253.99358330720378,5,0,0,BENIGN
2,70.81154746748976,0,0,0,1,0,0,1,1,1,1,78,1945,0,0,0,0,0,1,0,0,0,428.9855382898498,5,0,1,BENIGN
3,89.69806484787881,0,0,1,1,1,1,0,0,0,0,47,1370,16,0,1,0,8,9,1,0,1,437.12845087063283,8,0,0,PHISHING
1,48.96916666589952,0,0,0,4,1,1,0,1,1,0,76,840,4,1,0,0,5,8,1,0,0,123.64598327066054,7,0,0,PHISHING
2,62.21718991100345,0,0,0,1,0,0,1,1,1,1,40,2427,7,0,0,0,2,4,0,0,0,302.4776873061457,3,1,0,BENIGN
3,103.77390762472959,0,0,0,4,1,0,1,1,0,0,63,773,17,0,0,1,7,12,0,1,0,0.0,6,0,1,PHISHING
0,37.1592195574548,0,0,1,2,0,0,0,1,1,1,58,533,3,0,0,0,0,2,0,0,0,98.99939546003915,2,1,0,BENIGN
2,93.0864623777343,0,0,1,4,1,0,1,1,0,1,102,510,5,1,1,0,8,8,1,1,0,568.8458476001833,6,0,0,PHISHING
3,22.462448159386547,0,0,0,2,0,0,1,1,1,1,15,1400,11,0,0,0,3,0,1,0,0,205.67201982981132,2,1,0,BENIGN
2,48.346196139379124,0,0,0,1,0,0,1,0,1,1,61,1435,3,1,0,0,2,4,1,0,0,280.2314463358074,4,1,1,BENIGN
2,90.04893174656485,0,0,0,1,1,0,1,1,1,1,98,1515,5,1,1,1,4,9,1,1,0,326.5398927687095,6,0,0,PHISHING
5,53.22136558602318,0,0,0,3,1,0,0,0,0,1,48,87,13,0,1,1,0,3,1,1,0,124.81868605591285,7,0,1,PHISHING
3,38.11739260276049,0,0,0,1,0,0,0,1,1,0,80,1133,11,1,0,0,2,5,1,0,0,280.63438145191685,4,0,0,BENIGN
6,101.24297078514134,0,1,1,1,1,0,1,0,1,0,103,1003,14,1,1,1,1,7,1,0,0,358.48770664253067,7,0,0,PHISHING
1,64.89931197179772,0,1,0,2,1,1,1,1,1,0,64,1502,6,0,0,1,7,12,1,0,0,88.65179097919098,4,0,0,PHISHING
4,124.73246736344586,0,0,0,3,0,1,1,1,0,1,46,1342,5,1,0,0,6,7,0,1,0,414.99595516670763,3,0,0,PHISHING
4,68.7930656480724,1,0,1,2,0,1,1,1,0,0,58,709,5,1,1,1,1,6,1,0,0,102.28777384172751,8,1,0,PHISHING
2,36.60641570925766,0,0,1,1,0,1,0,NAN,1,1,87,1671,5,0,0,0,3,4,0,0,0,40.85798613432749,5,1,0,BENIGN
3,94.71217331997924,0,0,1,3,1,1,1,1,1,1,97,385,2,1,0,1,0,11,0,0,0,377.0949233760089,7,0,0,PHISHING
7,79.3728582661446,1,0,0,3,1,1,1,0,1,1,52,1286,6,1,1,0,6,8,0,0,0,0.0,5,0,1,PHISHING
0,18.64917326282126,0,0,0,1,0,1,1,1,1,1,61,1220,0,0,0,0,2,7,0,0,0,0.0,4,1,1,BENIGN
2,29.12195877032386,0,0,0,1,0,0,1,1,0,1,85,1166,0,1,0,0,2,5,1,0,0,292.78180189893254,4,0,0,BENIGN
1,49.99605558927382,0,0,0,1,1,0,0,1,0,1,43,1456,8,0,0,0,0,0,1,0,0,264.7651766812769,3,0,0,BENIGN
3,45.79733021366801,0,0,0,2,0,0,0,0,1,1,69,2004,0,1,1,0,1,4,0,0,0,0.0,2,1,0,BENIGN
2,40.551435696979375,1,0,0,1,0,0,0,0,1,1,47,2407,10,0,0,0,2,7,1,0,0,329.6263354016647,5,1,0,BENIGN
0,45.78700197534366,0,0,0,2,0,1,0,1,1,1,20,299,0,0,0,0,3,7,1,0,0,440.64097669825753,5,1,1,BENIGN
2,61.27930506668865,0,0,0,1,1,0,1,1,1,0,76,1768,2,0,0,1,1,5,1,0,0,92.4473919683453,3,0,0,BENIGN
1,73.16111696729047,1,0,0,1,1,1,1,1,1,1,28,1017,6,1,1,0,1,9,1,1,0,45.16096352409795,7,0,0,PHISHING
2,66.05732088099836,0,0,0,2,0,0,0,1,0,1,48,299,10,0,0,0,0,1,0,0,0,230.59686849055083,2,0,0,BENIGN
2,104.7411918697296,0,0,0,2,1,1,0,0,0,0,75,311,8,0,0,0,5,12,1,0,0,0.0,5,0,0,PHISHING
5,18.62094388635758,1,0,0,3,1,1,1,1,0,0,97,238,17,1,1,0,7,9,0,0,0,0.0,4,0,0,PHISHING
1,78.59265977326938,1,1,0,2,1,0,1,1,1,0,50,1639,6,1,1,1,5,9,1,1,0,556.1912254994022,7,0,0,PHISHING
3,51.4545203843633,0,0,0,2,0,0,0,1,0,1,66,2417,2,0,0,0,3,5,0,0,0,505.41621243732743,2,0,1,BENIGN
3,120.1874593487082,1,0,0,2,0,1,1,0,0,0,30,1180,15,1,1,0,5,4,1,0,1,84.02594403103403,7,0,0,PHISHING
0,58.50276846029945,0,0,0,2,0,0,0,1,1,1,85,940,5,0,0,0,3,1,1,0,0,306.6664758713842,4,1,0,BENIGN
7,88.5996839827893,0,0,1,1,1,0,1,0,0,0,98,909,11,0,1,0,2,13,1,1,0,353.3514715566594,3,0,0,PHISHING
2,47.95164144985436,0,1,0,1,1,0,1,1,0,0,36,829,8,0,0,0,2,7,0,0,0,207.7513440777441,4,1,0,BENIGN
6,91.17892760194262,1,0,1,4,1,1,1,1,1,0,41,1369,19,1,1,0,4,11,1,0,0,294.80475580295723,4,0,1,PHISHING
3,34.29187763945274,0,0,0,2,0,0,0,1,1,1,22,1205,1,0,0,0,3,2,1,0,0,13.841993435998802,3,0,0,BENIGN
6,70.91244302137878,1,1,1,4,1,1,0,1,1,0,104,991,4,1,1,1,4,13,0,1,0,0.0,3,0,1,PHISHING
3,30.360617758276426,0,0,0,1,0,0,0,1,1,1,67,875,9,0,0,0,1,2,0,0,0,0.0,2,1,1,BENIGN
0,49.446270012129894,0,0,0,2,0,0,1,1,1,0,23,231,1,0,0,0,3,2,1,0,0,197.9176572855178,4,1,0,BENIGN
6,48.90459544423947,1,0,1,2,1,1,1,0,1,0,39,991,19,1,0,1,4,3,0,1,0,627.6447107787833,5,0,0,PHISHING
4,40.07212165315659,1,0,0,2,0,0,0,1,1,1,34,2203,4,1,1,0,3,5,1,0,0,478.90802786157894,3,0,1,BENIGN
3,88.99828941814741,0,0,1,4,1,0,1,1,1,1,65,1015,10,0,1,1,2,7,0,0,1,357.81654602616834,6,1,0,PHISHING
3,66.70407919244363,1,0,0,4,1,0,1,0,1,1,62,924,15,0,1,0,2,11,1,1,0,0.0,7,0,0,PHISHING
5,71.36104523562886,0,1,1,2,1,1,1,1,0,1,61,931,3,0,1,0,4,14,0,0,1,0.0,5,0,1,PHISHING
7,89.82196722563062,1,0,0,4,1,0,1,0,0,0,57,623,15,0,1,0,2,7,1,1,1,208.99817082810534,3,0,0,PHISHING
4,41.84041911948036,1,0,1,4,0,0,1,1,0,0,28,1057,4,1,0,1,5,14,0,0,0,137.7780149296305,6,0,1,PHISHING
5,101.13030432758941,1,1,1,2,1,1,1,1,1,0,75,665,16,0,1,1,0,12,1,0,1,253.11125001975634,8,0,0,PHISHING
5,100.8284599545711,1,0,1,2,1,1,1,0,0,1,76,635,6,1,1,1,6,2,1,1,0,277.60836230478577,3,0,0,PHISHING
1,32.606558004540716,0,0,0,1,0,0,1,0,1,1,66,298,4,0,0,1,1,7,0,0,0,648.137958879208,4,1,0,BENIGN
5,91.69248001272744,0,0,0,2,1,0,1,1,0,0,30,1058,10,1,1,1,8,2,0,1,0,0.0,5,0,0,PHISHING
1,29.516059941332447,0,0,0,1,1,0,0,1,1,1,39,545,10,0,0,0,0,1,1,0,0,407.31994693209083,3,1,0,BENIGN
3,75.52609954096602,0,0,0,1,0,0,0,1,1,1,73,1875,6,0,0,0,3,7,0,0,0,342.955772420105,2,0,1,BENIGN
4,35.450770753466465,0,0,0,1,0,0,0,1,1,1,20,2061,4,0,0,0,1,7,0,0,0,440.9029693205671,3,0,0,BENIGN
0,10.788932319421157,0,0,0,2,0,0,0,1,1,1,55,439,4,0,0,1,0,6,1,0,0,207.81185468913893,3,0,0,BENIGN
1,57.206455349493154,0,0,0,1,0,0,0,1,1,1,65,1492,11,0,0,1,1,1,1,0,0,258.32206973920285,2,1,1,BENIGN
7,53.31351895403712,1,0,1,2,1,1,1,0,0,0,76,897,10,1,1,1,2,12,1,0,0,279.31367000843613,7,0,0,PHISHING
1,28.206961870942106,1,0,0,2,1,0,0,1,1,1,44,1882,0,1,0,0,3,5,1,0,0,370.90807982647186,4,0,0,BENIGN
4,56.44389723505405,0,0,0,1,0,0,1,1,1,1,29,2169,9,0,0,0,0,7,0,0,0,408.96964098307024,4,0,1,BENIGN
3,39.965889478220305,0,0,0,1,0,0,0,1,1,1,34,2243,5,0,1,0,2,6,0,0,0,0.0,5,0,0,BENIGN
2,34.20779650072814,0,0,1,1,1,0,1,1,1,0,74,255,5,1,0,0,2,1,1,0,0,122.3141585462891,3,0,0,BENIGN
2,86.1679811196051,0,1,0,4,1,1,1,0,1,1,92,128,6,1,0,1,7,13,0,1,0,121.18076588914192,7,0,0,PHISHING
6,98.22962478617424,0,0,0,4,1,0,1,1,0,0,46,1287,4,1,1,1,8,7,0,0,0,0.0,8,0,0,PHISHING
1,57.10512422916706,0,0,0,1,0,0,1,1,1,1,66,2093,0,0,0,0,2,7,1,0,0,152.38882715392407,4,0,0,BENIGN
2,60.3505579145188,1,0,0,3,1,1,1,0,0,1,83,443,6,1,1,0,2,13,1,1,0,565.2857943403766,6,0,0,PHISHING
3,38.39021367645386,0,0,0,1,0,0,0,1,1,1,75,1306,1,0,0,0,1,5,0,0,0,285.2554071456372,5,0,0,BENIGN
2,111.66083969660812,1,1,1,3,1,1,0,0,1,0,73,115,2,0,1,0,0,11,1,0,0,99.14166457831857,3,0,0,PHISHING
2,116.31726492600228,0,1,1,1,0,1,1,1,0,0,85,1423,2,0,1,1,3,1,1,1,1,307.8101176074198,5,0,1,PHISHING
0,46.61820666514549,1,0,0,2,0,0,0,0,1,1,20,220,2,0,0,0,2,7,0,0,1,456.4026195358841,5,1,0,BENIGN
4,48.62489579731257,0,0,0,2,1,0,0,1,1,0,78,1481,11,0,0,0,3,6,0,0,0,245.8520289068796,2,1,1,BENIGN
2,19.716040239227876,0,0,0,2,1,0,0,0,1,1,91,2068,2,1,0,0,0,1,0,0,0,394.80066170736995,4,1,0,BENIGN
4,94.11822843231761,1,0,0,3,1,0,1,1,0,0,55,1140,12,0,1,1,0,3,1,1,0,237.82582304546517,3,0,0,PHISHING
